M D Y: 11 03 2025
14:31:18:169263 Gateway 0, reading I: USB: Baudrate detected: 115200
14:36:53:550944 Gateway 0, reading I: PPS DETECTED
14:36:54:557430 Gateway 0, reading I: PPS DETECTED
14:36:55:463046 Gateway 0, reading I: PPS DETECTED
14:36:56:469290 Gateway 0, reading I: PPS DETECTED
14:36:57:478475 Gateway 0, reading I: PPS DETECTED
14:36:58:487026 Gateway 0, reading I: PPS DETECTED
14:36:59:492800 Gateway 0, reading I: PPS DETECTED
14:37:00:497796 Gateway 0, reading I: PPS DETECTED
14:37:01:506010 Gateway 0, reading I: PPS DETECTED
14:37:02:512826 Gateway 0, reading I: PPS DETECTED
14:37:03:521144 Gateway 0, reading I: PPS DETECTED
14:37:04:526254 Gateway 0, reading I: PPS DETECTED
14:37:05:531944 Gateway 0, reading I: PPS DETECTED
14:37:06:538559 Gateway 0, reading I: PPS DETECTED
14:37:07:543491 Gateway 0, reading I: PPS DETECTED
14:37:08:549860 Gateway 0, reading I: PPS DETECTED
14:37:09:556646 Gateway 0, reading I: PPS DETECTED
14:37:10:462016 Gateway 0, reading I: PPS DETECTED
14:37:11:468192 Gateway 0, reading I: PPS DETECTED
14:37:12:474600 Gateway 0, reading I: PPS DETECTED
14:37:13:479758 Gateway 0, reading I: PPS DETECTED
14:37:14:483457 Gateway 0, reading I: PPS DETECTED
14:37:15:490046 Gateway 0, reading I: PPS DETECTED
14:37:16:496886 Gateway 0, reading I: PPS DETECTED
14:37:17:504404 Gateway 0, reading I: PPS DETECTED
14:37:18:510154 Gateway 0, reading I: PPS DETECTED
14:37:19:515990 Gateway 0, reading I: PPS DETECTED
14:37:20:524808 Gateway 0, reading I: PPS DETECTED
14:37:21:530457 Gateway 0, reading I: PPS DETECTED
14:37:22:537891 Gateway 0, reading I: PPS DETECTED
14:37:23:543566 Gateway 0, reading I: PPS DETECTED
14:37:24:549544 Gateway 0, reading I: PPS DETECTED
14:37:25:556210 Gateway 0, reading I: PPS DETECTED
14:37:26:462191 Gateway 0, reading I: PPS DETECTED
14:37:27:467673 Gateway 0, reading I: PPS DETECTED
14:37:28:473269 Gateway 0, reading I: PPS DETECTED
14:37:29:479391 Gateway 0, reading I: PPS DETECTED
14:37:30:487383 Gateway 0, reading I: PPS DETECTED
14:37:31:494281 Gateway 0, reading I: PPS DETECTED
14:37:31:802533 Gateway 0, sending b'HYP\xe1\x15\x12\x976\x11\x04\xff\xff\xff'
14:37:31:896185 Gateway 0, reading I: Read SOH CMD
14:37:32:305560 Gateway 0, sending b'HYP\xcda\xd3R\x14\x02\x04\xff\xff\xff'
14:37:32:400295 Gateway 0, reading I: Read SOH CMD
14:37:32:501659 Gateway 0, reading I: PPS DETECTED
14:37:32:809418 Gateway 0, sending b'HYP\xe1\xd7)\x7f\xa1L\x04\xff\xff\xff'
14:37:32:904058 Gateway 0, reading I: Read SOH CMD
14:37:33:205746 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor SOH read: 1
14:37:33:206743 Gateway 0, reading I: Current: 0.10A  Volt: 3.62V  Mode: 1
14:37:33:207741 Gateway 0, reading I: GPS: 20:37:30.000  Lat:34.40389 Lon:-89.57590  Status:A
14:37:33:207741 Gateway 0, reading I: File Count: 0
14:37:33:313454 Gateway 0, sending b'HYP\xdc\xe2\x06\xb60\xbc\x04\xff\xff\xff'
14:37:33:409976 Gateway 0, reading I: Read SOH CMD
14:37:33:410978 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor SOH read: 1
14:37:33:410978 Gateway 0, reading I: Current: 0.11A  Volt: 3.61V  Mode: 1
14:37:33:411975 Gateway 0, reading I: GPS: 20:37:31.000  Lat:34.40391 Lon:-89.57591  Status:A
14:37:33:412968 Gateway 0, reading I: File Count: 0
14:37:33:513272 Gateway 0, reading I: PPS DETECTED
14:37:33:917553 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor SOH read: 2
14:37:33:918547 Gateway 0, reading I: Current: 0.12A  Volt: 3.61V  Mode: 1
14:37:33:919553 Gateway 0, reading I: GPS: 20:37:31.000  Lat:34.40390 Lon:-89.57587  Status:A
14:37:33:919553 Gateway 0, reading I: File Count: 0
14:37:34:522964 Gateway 0, reading I: PPS DETECTED
14:37:35:026619 Gateway 0, reading I: [DC:E2:06:B6:30:BC (random)] Sensor SOH read: 3
14:37:35:027620 Gateway 0, reading I: Current: 0.12A  Volt: 3.57V  Mode: 1
14:37:35:028612 Gateway 0, reading I: GPS: 00:03:32.000  Lat:34.26583 Lon:-88.70054  Status:V
14:37:35:028612 Gateway 0, reading I: File Count: 0
14:37:35:531971 Gateway 0, reading I: PPS DETECTED
14:37:36:537775 Gateway 0, reading I: PPS DETECTED
14:37:37:544075 Gateway 0, reading I: PPS DETECTED
14:37:38:552968 Gateway 0, reading I: PPS DETECTED
14:37:39:457620 Gateway 0, reading I: PPS DETECTED
14:37:40:461920 Gateway 0, reading I: PPS DETECTED
14:37:41:468890 Gateway 0, reading I: PPS DETECTED
14:37:42:475556 Gateway 0, reading I: PPS DETECTED
14:37:43:480157 Gateway 0, reading I: PPS DETECTED
14:37:44:487140 Gateway 0, reading I: PPS DETECTED
14:37:45:495385 Gateway 0, reading I: PPS DETECTED
14:37:46:503526 Gateway 0, reading I: PPS DETECTED
14:37:47:510496 Gateway 0, reading I: PPS DETECTED
14:37:48:517983 Gateway 0, reading I: PPS DETECTED
14:37:49:523270 Gateway 0, reading I: PPS DETECTED
14:37:50:530320 Gateway 0, reading I: PPS DETECTED
14:37:51:535629 Gateway 0, reading I: PPS DETECTED
14:37:52:541397 Gateway 0, reading I: PPS DETECTED
14:37:53:549148 Gateway 0, reading I: PPS DETECTED
14:37:54:555905 Gateway 0, reading I: PPS DETECTED
14:37:55:461930 Gateway 0, reading I: PPS DETECTED
14:37:56:468802 Gateway 0, reading I: PPS DETECTED
14:37:57:475435 Gateway 0, reading I: PPS DETECTED
14:37:58:481195 Gateway 0, reading I: PPS DETECTED
14:37:59:486751 Gateway 0, reading I: PPS DETECTED
14:38:00:492672 Gateway 0, reading I: PPS DETECTED
14:38:01:497402 Gateway 0, reading I: PPS DETECTED
14:38:02:502775 Gateway 0, reading I: PPS DETECTED
14:38:03:507454 Gateway 0, reading I: PPS DETECTED
14:38:04:513347 Gateway 0, reading I: PPS DETECTED
14:38:05:518194 Gateway 0, reading I: PPS DETECTED
14:38:06:525598 Gateway 0, reading I: PPS DETECTED
14:38:07:532178 Gateway 0, reading I: PPS DETECTED
14:38:08:538433 Gateway 0, reading I: PPS DETECTED
14:38:09:545866 Gateway 0, reading I: PPS DETECTED
14:38:10:552850 Gateway 0, reading I: PPS DETECTED
14:38:11:458694 Gateway 0, reading I: PPS DETECTED
14:38:12:466805 Gateway 0, reading I: PPS DETECTED
14:38:13:471071 Gateway 0, reading I: PPS DETECTED
14:38:14:476418 Gateway 0, reading I: PPS DETECTED
14:38:15:482183 Gateway 0, reading I: PPS DETECTED
14:38:16:488860 Gateway 0, reading I: PPS DETECTED
14:38:17:495500 Gateway 0, reading I: PPS DETECTED
14:38:18:502407 Gateway 0, reading I: PPS DETECTED
14:38:19:509027 Gateway 0, reading I: PPS DETECTED
14:38:20:517531 Gateway 0, reading I: PPS DETECTED
14:38:21:522652 Gateway 0, reading I: PPS DETECTED
14:38:22:526933 Gateway 0, reading I: PPS DETECTED
14:38:23:531928 Gateway 0, reading I: PPS DETECTED
14:38:24:539465 Gateway 0, reading I: PPS DETECTED
14:38:25:546431 Gateway 0, reading I: PPS DETECTED
14:38:26:553069 Gateway 0, reading I: PPS DETECTED
14:38:27:457405 Gateway 0, reading I: PPS DETECTED
14:38:28:464403 Gateway 0, reading I: PPS DETECTED
14:38:29:472557 Gateway 0, reading I: PPS DETECTED
14:38:30:478474 Gateway 0, reading I: PPS DETECTED
14:38:31:486087 Gateway 0, reading I: PPS DETECTED
14:38:32:492864 Gateway 0, reading I: PPS DETECTED
14:38:33:499217 Gateway 0, reading I: PPS DETECTED
14:38:34:505430 Gateway 0, reading I: PPS DETECTED
14:38:35:512051 Gateway 0, reading I: PPS DETECTED
14:38:36:517688 Gateway 0, reading I: PPS DETECTED
14:38:37:525781 Gateway 0, reading I: PPS DETECTED
14:38:38:532462 Gateway 0, reading I: PPS DETECTED
14:38:39:540311 Gateway 0, reading I: PPS DETECTED
14:38:40:548675 Gateway 0, reading I: PPS DETECTED
14:38:41:555005 Gateway 0, reading I: PPS DETECTED
14:38:42:460578 Gateway 0, reading I: PPS DETECTED
14:38:43:464181 Gateway 0, reading I: PPS DETECTED
14:38:44:469584 Gateway 0, reading I: PPS DETECTED
14:38:45:473486 Gateway 0, reading I: PPS DETECTED
14:38:46:481101 Gateway 0, reading I: PPS DETECTED
14:38:47:485816 Gateway 0, reading I: PPS DETECTED
14:38:48:493046 Gateway 0, reading I: PPS DETECTED
14:38:49:499516 Gateway 0, reading I: PPS DETECTED
14:38:50:507218 Gateway 0, reading I: PPS DETECTED
14:38:51:512640 Gateway 0, reading I: PPS DETECTED
14:38:52:520146 Gateway 0, reading I: PPS DETECTED
14:38:53:525585 Gateway 0, reading I: PPS DETECTED
14:38:54:531169 Gateway 0, reading I: PPS DETECTED
14:38:55:537289 Gateway 0, reading I: PPS DETECTED
14:38:56:543260 Gateway 0, reading I: PPS DETECTED
14:38:57:549694 Gateway 0, reading I: PPS DETECTED
14:38:58:555104 Gateway 0, reading I: PPS DETECTED
14:38:59:461464 Gateway 0, reading I: PPS DETECTED
14:39:00:467299 Gateway 0, reading I: PPS DETECTED
14:39:01:473057 Gateway 0, reading I: PPS DETECTED
14:39:02:478641 Gateway 0, reading I: PPS DETECTED
14:39:03:483565 Gateway 0, reading I: PPS DETECTED
14:39:03:840155 Gateway 0, sending b'HYP\xe1\x15\x12\x976\x11\x04\xff\xff\xff'
14:39:03:886302 Gateway 0, reading I: Read SOH CMD
14:39:04:343827 Gateway 0, sending b'HYP\xcda\xd3R\x14\x02\x04\xff\xff\xff'
14:39:04:390854 Gateway 0, reading I: Read SOH CMD
14:39:04:492153 Gateway 0, reading I: PPS DETECTED
14:39:04:847082 Gateway 0, sending b'HYP\xe1\xd7)\x7f\xa1L\x04\xff\xff\xff'
14:39:04:894820 Gateway 0, reading I: Read SOH CMD
14:39:05:196140 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor SOH read: 1
14:39:05:197134 Gateway 0, reading I: Current: 0.10A  Volt: 3.61V  Mode: 1
14:39:05:198144 Gateway 0, reading I: GPS: 20:39:03.000  Lat:34.40391 Lon:-89.57590  Status:A
14:39:05:198144 Gateway 0, reading I: File Count: 0
14:39:05:350307 Gateway 0, sending b'HYP\xdc\xe2\x06\xb60\xbc\x04\xff\xff\xff'
14:39:05:399681 Gateway 0, reading I: Read SOH CMD
14:39:05:500786 Gateway 0, reading I: PPS DETECTED
14:39:05:602455 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor SOH read: 1
14:39:05:603457 Gateway 0, reading I: Current: 0.13A  Volt: 3.62V  Mode: 1
14:39:05:604456 Gateway 0, reading I: GPS: 20:39:02.000  Lat:34.40389 Lon:-89.57590  Status:A
14:39:05:604456 Gateway 0, reading I: File Count: 0
14:39:06:309306 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor SOH read: 2
14:39:06:310303 Gateway 0, reading I: Current: 0.14A  Volt: 3.62V  Mode: 1
14:39:06:311302 Gateway 0, reading I: GPS: 20:39:04.000  Lat:34.40391 Lon:-89.57587  Status:A
14:39:06:311302 Gateway 0, reading I: File Count: 0
14:39:06:513312 Gateway 0, reading I: PPS DETECTED
14:39:07:419473 Gateway 0, reading I: [DC:E2:06:B6:30:BC (random)] Sensor SOH read: 3
14:39:07:420467 Gateway 0, reading I: Current: 0.15A  Volt: 3.57V  Mode: 1
14:39:07:421467 Gateway 0, reading I: GPS: 00:05:05.000  Lat:34.26583 Lon:-88.70054  Status:V
14:39:07:421467 Gateway 0, reading I: File Count: 0
14:39:07:522325 Gateway 0, reading I: PPS DETECTED
14:39:08:530722 Gateway 0, reading I: PPS DETECTED
14:39:09:537537 Gateway 0, reading I: PPS DETECTED
14:39:10:544247 Gateway 0, reading I: PPS DETECTED
14:39:11:548882 Gateway 0, reading I: PPS DETECTED
14:39:12:553760 Gateway 0, reading I: PPS DETECTED
14:39:13:458788 Gateway 0, reading I: PPS DETECTED
14:39:14:465108 Gateway 0, reading I: PPS DETECTED
14:39:15:473161 Gateway 0, reading I: PPS DETECTED
14:39:16:479569 Gateway 0, reading I: PPS DETECTED
14:39:17:486110 Gateway 0, reading I: PPS DETECTED
14:39:18:493825 Gateway 0, reading I: PPS DETECTED
14:39:19:502119 Gateway 0, reading I: PPS DETECTED
14:39:20:507471 Gateway 0, reading I: PPS DETECTED
14:39:21:514381 Gateway 0, reading I: PPS DETECTED
14:39:22:521504 Gateway 0, reading I: PPS DETECTED
14:39:23:529460 Gateway 0, reading I: PPS DETECTED
14:39:24:534662 Gateway 0, reading I: PPS DETECTED
14:39:25:540176 Gateway 0, reading I: PPS DETECTED
14:39:26:547009 Gateway 0, reading I: PPS DETECTED
14:39:27:552366 Gateway 0, reading I: PPS DETECTED
14:39:28:458022 Gateway 0, reading I: PPS DETECTED
14:39:29:464862 Gateway 0, reading I: PPS DETECTED
14:39:30:471267 Gateway 0, reading I: PPS DETECTED
14:39:31:478533 Gateway 0, reading I: PPS DETECTED
14:39:32:484899 Gateway 0, reading I: PPS DETECTED
14:39:33:492165 Gateway 0, reading I: PPS DETECTED
14:39:34:498250 Gateway 0, reading I: PPS DETECTED
14:39:35:504235 Gateway 0, reading I: PPS DETECTED
14:39:36:509927 Gateway 0, reading I: PPS DETECTED
14:39:37:518012 Gateway 0, reading I: PPS DETECTED
14:39:38:523671 Gateway 0, reading I: PPS DETECTED
14:39:39:530297 Gateway 0, reading I: PPS DETECTED
14:39:40:537314 Gateway 0, reading I: PPS DETECTED
14:39:41:543957 Gateway 0, reading I: PPS DETECTED
14:39:42:549978 Gateway 0, reading I: PPS DETECTED
14:39:43:456925 Gateway 0, reading I: PPS DETECTED
14:39:44:462678 Gateway 0, reading I: PPS DETECTED
14:39:45:467067 Gateway 0, reading I: PPS DETECTED
14:39:46:474911 Gateway 0, reading I: PPS DETECTED
14:39:47:481015 Gateway 0, reading I: PPS DETECTED
14:39:48:487214 Gateway 0, reading I: PPS DETECTED
14:39:49:492608 Gateway 0, reading I: PPS DETECTED
14:39:50:500376 Gateway 0, reading I: PPS DETECTED
14:39:51:506036 Gateway 0, reading I: PPS DETECTED
14:39:52:513225 Gateway 0, reading I: PPS DETECTED
14:39:53:521484 Gateway 0, reading I: PPS DETECTED
14:39:54:527372 Gateway 0, reading I: PPS DETECTED
14:39:55:534388 Gateway 0, reading I: PPS DETECTED
14:39:56:538725 Gateway 0, reading I: PPS DETECTED
14:39:57:545230 Gateway 0, reading I: PPS DETECTED
14:39:58:551478 Gateway 0, reading I: PPS DETECTED
14:39:59:459035 Gateway 0, reading I: PPS DETECTED
14:40:00:467223 Gateway 0, reading I: PPS DETECTED
14:40:01:472381 Gateway 0, reading I: PPS DETECTED
14:40:02:477422 Gateway 0, reading I: PPS DETECTED
14:40:03:483747 Gateway 0, reading I: PPS DETECTED
14:40:04:490205 Gateway 0, reading I: PPS DETECTED
14:40:05:497339 Gateway 0, reading I: PPS DETECTED
14:40:06:502419 Gateway 0, reading I: PPS DETECTED
14:40:07:507790 Gateway 0, reading I: PPS DETECTED
14:40:08:513531 Gateway 0, reading I: PPS DETECTED
14:40:09:519433 Gateway 0, reading I: PPS DETECTED
14:40:10:526300 Gateway 0, reading I: PPS DETECTED
14:40:11:532282 Gateway 0, reading I: PPS DETECTED
14:40:12:539220 Gateway 0, reading I: PPS DETECTED
14:40:13:544929 Gateway 0, reading I: PPS DETECTED
14:40:14:552447 Gateway 0, reading I: PPS DETECTED
14:40:15:457128 Gateway 0, reading I: PPS DETECTED
14:40:16:463369 Gateway 0, reading I: PPS DETECTED
14:40:17:468719 Gateway 0, reading I: PPS DETECTED
14:40:18:476409 Gateway 0, reading I: PPS DETECTED
14:40:19:483682 Gateway 0, reading I: PPS DETECTED
14:40:20:490359 Gateway 0, reading I: PPS DETECTED
14:40:21:497638 Gateway 0, reading I: PPS DETECTED
14:40:22:195817 Gateway 0, sending b'HYP\xe1\x15\x12\x976\x11\x04\xff\xff\xff'
14:40:22:203338 Gateway 0, reading I: Read SOH CMD
14:40:22:505351 Gateway 0, reading I: PPS DETECTED
14:40:22:698522 Gateway 0, sending b'HYP\xcda\xd3R\x14\x02\x04\xff\xff\xff'
14:40:22:706610 Gateway 0, reading I: Read SOH CMD
14:40:23:200684 Gateway 0, sending b'HYP\xe1\xd7)\x7f\xa1L\x04\xff\xff\xff'
14:40:23:209675 Gateway 0, reading I: Read SOH CMD
14:40:23:512332 Gateway 0, reading I: PPS DETECTED
14:40:23:613784 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor SOH read: 1
14:40:23:614784 Gateway 0, reading I: Current: 0.13A  Volt: 3.62V  Mode: 1
14:40:23:615777 Gateway 0, reading I: GPS: 20:40:20.000  Lat:34.40389 Lon:-89.57590  Status:A
14:40:23:615777 Gateway 0, reading I: File Count: 0
14:40:23:704928 Gateway 0, sending b'HYP\xdc\xe2\x06\xb60\xbc\x04\xff\xff\xff'
14:40:23:717072 Gateway 0, reading I: Read SOH CMD
14:40:23:818466 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor SOH read: 1
14:40:23:819480 Gateway 0, reading I: Current: 0.10A  Volt: 3.60V  Mode: 1
14:40:23:820474 Gateway 0, reading I: GPS: 20:40:21.000  Lat:34.40391 Lon:-89.57590  Status:A
14:40:23:820474 Gateway 0, reading I: File Count: 0
14:40:24:224339 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor SOH read: 2
14:40:24:225344 Gateway 0, reading I: Current: 0.10A  Volt: 3.61V  Mode: 1
14:40:24:227339 Gateway 0, reading I: GPS: 20:40:22.000  Lat:34.40391 Lon:-89.57587  Status:A
14:40:24:229339 Gateway 0, reading I: File Count: 0
14:40:24:531825 Gateway 0, reading I: PPS DETECTED
14:40:25:337951 Gateway 0, reading I: [DC:E2:06:B6:30:BC (random)] Sensor SOH read: 3
14:40:25:338945 Gateway 0, reading I: Current: 0.15A  Volt: 3.57V  Mode: 1
14:40:25:339954 Gateway 0, reading I: GPS: 00:06:23.000  Lat:34.26583 Lon:-88.70054  Status:V
14:40:25:339954 Gateway 0, reading I: File Count: 0
14:40:25:542612 Gateway 0, reading I: PPS DETECTED
14:40:26:549852 Gateway 0, reading I: PPS DETECTED
14:40:27:457191 Gateway 0, reading I: PPS DETECTED
14:40:28:464357 Gateway 0, reading I: PPS DETECTED
14:40:29:471838 Gateway 0, reading I: PPS DETECTED
14:40:30:479139 Gateway 0, reading I: PPS DETECTED
14:40:31:485755 Gateway 0, reading I: PPS DETECTED
14:40:32:492058 Gateway 0, reading I: PPS DETECTED
14:40:33:499146 Gateway 0, reading I: PPS DETECTED
14:40:34:508050 Gateway 0, reading I: PPS DETECTED
14:40:35:514514 Gateway 0, reading I: PPS DETECTED
14:40:36:521931 Gateway 0, reading I: PPS DETECTED
14:40:37:529456 Gateway 0, reading I: PPS DETECTED
14:40:38:537961 Gateway 0, reading I: PPS DETECTED
14:40:39:543778 Gateway 0, reading I: PPS DETECTED
14:40:40:550742 Gateway 0, reading I: PPS DETECTED
14:40:41:457220 Gateway 0, reading I: PPS DETECTED
14:40:42:462807 Gateway 0, reading I: PPS DETECTED
14:40:43:468781 Gateway 0, reading I: PPS DETECTED
14:40:44:474271 Gateway 0, reading I: PPS DETECTED
14:40:45:479228 Gateway 0, reading I: PPS DETECTED
14:40:46:485663 Gateway 0, reading I: PPS DETECTED
14:40:47:491742 Gateway 0, reading I: PPS DETECTED
14:40:48:498722 Gateway 0, reading I: PPS DETECTED
14:40:49:507109 Gateway 0, reading I: PPS DETECTED
14:40:50:512583 Gateway 0, reading I: PPS DETECTED
14:40:51:517769 Gateway 0, reading I: PPS DETECTED
14:40:52:525174 Gateway 0, reading I: PPS DETECTED
14:40:53:533968 Gateway 0, reading I: PPS DETECTED
14:40:54:539844 Gateway 0, reading I: PPS DETECTED
14:40:55:545343 Gateway 0, reading I: PPS DETECTED
14:40:56:551009 Gateway 0, reading I: PPS DETECTED
14:40:57:457099 Gateway 0, reading I: PPS DETECTED
14:40:58:462887 Gateway 0, reading I: PPS DETECTED
14:40:59:467834 Gateway 0, reading I: PPS DETECTED
14:41:00:473262 Gateway 0, reading I: PPS DETECTED
14:41:01:479706 Gateway 0, reading I: PPS DETECTED
14:41:02:485985 Gateway 0, reading I: PPS DETECTED
14:41:03:492439 Gateway 0, reading I: PPS DETECTED
14:41:04:497663 Gateway 0, reading I: PPS DETECTED
14:41:05:504696 Gateway 0, reading I: PPS DETECTED
14:41:06:511318 Gateway 0, reading I: PPS DETECTED
14:41:07:519103 Gateway 0, reading I: PPS DETECTED
14:41:08:527310 Gateway 0, reading I: PPS DETECTED
14:41:09:534545 Gateway 0, reading I: PPS DETECTED
14:41:10:541523 Gateway 0, reading I: PPS DETECTED
14:41:11:549256 Gateway 0, reading I: PPS DETECTED
14:41:12:553515 Gateway 0, reading I: PPS DETECTED
14:41:13:460440 Gateway 0, reading I: PPS DETECTED
14:41:14:466643 Gateway 0, reading I: PPS DETECTED
14:41:15:474283 Gateway 0, reading I: PPS DETECTED
14:41:16:480209 Gateway 0, reading I: PPS DETECTED
14:41:17:486932 Gateway 0, reading I: PPS DETECTED
14:41:18:493325 Gateway 0, reading I: PPS DETECTED
14:41:19:499867 Gateway 0, reading I: PPS DETECTED
14:41:20:504683 Gateway 0, reading I: PPS DETECTED
14:41:21:511010 Gateway 0, reading I: PPS DETECTED
14:41:22:517624 Gateway 0, reading I: PPS DETECTED
14:41:23:524851 Gateway 0, reading I: PPS DETECTED
14:41:24:531700 Gateway 0, reading I: PPS DETECTED
14:41:25:539634 Gateway 0, reading I: PPS DETECTED
14:41:26:547424 Gateway 0, reading I: PPS DETECTED
14:41:27:554622 Gateway 0, reading I: PPS DETECTED
14:41:28:460001 Gateway 0, reading I: PPS DETECTED
14:41:29:465287 Gateway 0, reading I: PPS DETECTED
14:41:30:473368 Gateway 0, reading I: PPS DETECTED
14:41:31:480671 Gateway 0, reading I: PPS DETECTED
14:41:32:487664 Gateway 0, reading I: PPS DETECTED
14:41:33:493720 Gateway 0, reading I: PPS DETECTED
14:41:34:500628 Gateway 0, reading I: PPS DETECTED
14:41:35:504685 Gateway 0, reading I: PPS DETECTED
14:41:36:512375 Gateway 0, reading I: PPS DETECTED
14:41:37:518734 Gateway 0, reading I: PPS DETECTED
14:41:38:524563 Gateway 0, reading I: PPS DETECTED
14:41:39:529616 Gateway 0, reading I: PPS DETECTED
14:41:40:534483 Gateway 0, reading I: PPS DETECTED
14:41:41:540578 Gateway 0, reading I: PPS DETECTED
14:41:42:547070 Gateway 0, reading I: PPS DETECTED
14:41:43:553552 Gateway 0, reading I: PPS DETECTED
14:41:44:460868 Gateway 0, reading I: PPS DETECTED
14:41:45:466544 Gateway 0, reading I: PPS DETECTED
14:41:46:472546 Gateway 0, reading I: PPS DETECTED
14:41:47:479553 Gateway 0, reading I: PPS DETECTED
14:41:48:486121 Gateway 0, reading I: PPS DETECTED
